Sample	Seq	Sample_Seq	Resolution	PathName	Path	sample	idx	categ	ours_idx
NA20850	haplotype1-0000018	NA20850_haplotype1-0000018	SCAFFOLD	haplotype1_from_utig4-352	utig4-352+,utig4-368+,utig4-167-,utig4-168+	NA20850	1046	match	988
NA20870	haplotype1-0000014	NA20870_haplotype1-0000014	SCAFFOLD	haplotype1_from_utig4-1575	utig4-1575+	NA20870	1047	match	695
NA20905	haplotype1-0000006	NA20905_haplotype1-0000006	SCAFFOLD	haplotype1_from_utig4-1522	utig4-1397-,utig4-1396+,utig4-29-,[N289630N:tangle],utig4-1522+	NA20905	1048	match	2107
NA20905	haplotype1-0000036	NA20905_haplotype1-0000036	SCAFFOLD	haplotype1_unused_utig4-1521	utig4-1521+	NA20905	1049	match	2379
NA20905	haplotype1-0000046	NA20905_haplotype1-0000046	UNPLACED	haplotype1_unused_utig4-26	utig4-26+	NA20905	1050	match	349
NA21093	haplotype1-0000020	NA21093_haplotype1-0000020	UNPLACED	haplotype1_from_utig4-644	utig4-644+	NA21093	1051	match	2094
NA21093	haplotype1-0000021	NA21093_haplotype1-0000021	SCAFFOLD	haplotype1_from_utig4-645	utig4-645+,utig4-525-,utig4-524+,utig4-427-,[N5000N:ambig_path],utig4-1395-,utig4-1396+	NA21093	1052	match	3405
NA21093	haplotype2-0000199	NA21093_haplotype2-0000199	UNPLACED	haplotype2_unused_utig4-422	utig4-422+	NA21093	1053	match	62
NA21093	haplotype2-0000200	NA21093_haplotype2-0000200	UNPLACED	haplotype2_unused_utig4-423	utig4-423+	NA21093	1054	match	126
NA21093	haplotype2-0000201	NA21093_haplotype2-0000201	UNPLACED	haplotype2_unused_utig4-424	utig4-424+	NA21093	1055	match	1335
NA21093	haplotype2-0000202	NA21093_haplotype2-0000202	UNPLACED	haplotype2_unused_utig4-425	utig4-425+	NA21093	1056	match	160
NA21093	haplotype2-0000203	NA21093_haplotype2-0000203	UNPLACED	haplotype2_unused_utig4-426	utig4-426+	NA21093	1057	match	701
NA21093	haplotype2-0000204	NA21093_haplotype2-0000204	SCAFFOLD	haplotype2_unused_utig4-428	utig4-428+	NA21093	1058	match	177
HG003	haplotype1-0000002	HG003_haplotype1-0000002	SCAFFOLD	haplotype1_from_utig4-1386	utig4-2609+,[N936260N:tangle],utig4-1386+,utig4-1387+,utig4-3152+,utig4-6473-,[N5000N:ambig_path],utig4-6471+,utig4-5715-	NA24149	1059	match	343
HG003	haplotype1-0000026	HG003_haplotype1-0000026	UNPLACED	haplotype1_unused_utig4-1384	utig4-1384+	NA24149	1060	match	184
HG003	haplotype1-0000027	HG003_haplotype1-0000027	UNPLACED	haplotype1_unused_utig4-1385	utig4-1385+	NA24149	1061	match	1032
HG003	haplotype1-0000053	HG003_haplotype1-0000053	UNPLACED	haplotype1_unused_utig4-2271	utig4-2271+	NA24149	1062	match	1063
HG003	haplotype1-0000054	HG003_haplotype1-0000054	UNPLACED	haplotype1_unused_utig4-2272	utig4-2272+	NA24149	1063	match	1914
HG003	haplotype1-0000055	HG003_haplotype1-0000055	UNPLACED	haplotype1_unused_utig4-2273	utig4-2273+	NA24149	1064	match	1166
HG003	haplotype1-0000056	HG003_haplotype1-0000056	UNPLACED	haplotype1_unused_utig4-2895	utig4-2895+	NA24149	1065	match	1403
HG003	haplotype1-0000057	HG003_haplotype1-0000057	UNPLACED	haplotype1_unused_utig4-2896	utig4-2896+	NA24149	1066	match	596
HG003	haplotype1-0000058	HG003_haplotype1-0000058	UNPLACED	haplotype1_unused_utig4-2897	utig4-2897+	NA24149	1067	match	124
HG003	haplotype1-0000059	HG003_haplotype1-0000059	UNPLACED	haplotype1_unused_utig4-2898	utig4-2898+	NA24149	1068	match	2810
HG003	haplotype1-0000060	HG003_haplotype1-0000060	UNPLACED	haplotype1_unused_utig4-2899	utig4-2899+	NA24149	1069	match	528
HG003	haplotype1-0000091	HG003_haplotype1-0000091	UNPLACED	haplotype1_unused_utig4-4385	utig4-4385+	NA24149	1070	match	915
HG003	haplotype1-0000121	HG003_haplotype1-0000121	UNPLACED	haplotype1_unused_utig4-625	utig4-625+	NA24149	1071	match	880
HG003	haplotype1-0000122	HG003_haplotype1-0000122	UNPLACED	haplotype1_unused_utig4-626	utig4-626+	NA24149	1072	match	411
HG003	haplotype1-0000124	HG003_haplotype1-0000124	UNPLACED	haplotype1_unused_utig4-627	utig4-627+	NA24149	1073	match	1940
HG003	haplotype1-0000130	HG003_haplotype1-0000130	UNPLACED	haplotype1_unused_utig4-628	utig4-628+	NA24149	1074	match	1336
HG003	haplotype1-0000131	HG003_haplotype1-0000131	UNPLACED	haplotype1_unused_utig4-629	utig4-629+	NA24149	1075	match	2141
HG003	haplotype1-0000132	HG003_haplotype1-0000132	UNPLACED	haplotype1_unused_utig4-6472	utig4-6472+	NA24149	1076	match	3023
HG003	haplotype2-0000146	HG003_haplotype2-0000146	UNPLACED	haplotype2_from_utig4-3154	utig4-1387-,utig4-3154+	NA24149	1077	match	1262
HG003	unassigned-0000269	HG003_unassigned-0000269	UNPLACED	na_unused_utig4-1388	utig4-1388+	NA24149	1078	match	584
HG003	unassigned-0000923	HG003_unassigned-0000923	UNPLACED	na_unused_utig4-3151	utig4-3151+	NA24149	1079	match	2230
HG003	unassigned-0000924	HG003_unassigned-0000924	UNPLACED	na_unused_utig4-3153	utig4-3153+	NA24149	1080	match	2204
